,Bank,In_Strength,Out_Strength,Betweenness,Katz,PageRank
CIMIC FINANCE,CIMIC FINANCE,1982429643,0,0,0,0.000439841750193334
LENDLEASE FINANCE PTY,LENDLEASE FINANCE PTY,604594920,0,0,0,0.000205461828384227
SUPERSTITION CLASS B MEMBER,SUPERSTITION CLASS B MEMBER,135999997,0,0,0,0.000202848251349435
TIGER FINANCE,TIGER FINANCE,1.5e+08,0,0,0,0.0002010311323561
TIGER CAPITAL GROUP,TIGER CAPITAL GROUP,2.5e+07,0,0,0,0.000195383634520587
SHANDONG HISPEED HOLDINGS GROUP,SHANDONG HISPEED HOLDINGS GROUP,483690000,0,0,0,0.00028542779086582
QATAR ISLAMIC BANK QPSC,QATAR ISLAMIC BANK QPSC,208339844,0,0,0.0138543701477141,0.000251117322550808
BRILLIANT LIGHTS INVESTMENT PTE,BRILLIANT LIGHTS INVESTMENT PTE,400248430,0,0,0,0.00038589045758297
CONTINENTAL 646 FUND,CONTINENTAL 646 FUND,61151000,0,0,0,0.000271690310142471
STUDENT ACCOMMODATION FINANCE COMPANY PTY,STUDENT ACCOMMODATION FINANCE COMPANY PTY,255925930,0,0,0,0.000198658093541615
BANK OF THE LAO PDR,BANK OF THE LAO PDR,5e+07,0,0,0,0.000227685900102026
BANCO INTERNACIONAL,BANCO INTERNACIONAL,140000003,0,0,0.00470658944719624,0.000399543832956269
INTACT FINANCIAL,INTACT FINANCIAL,1287553644,0,0,0.0196536872169622,0.000244475950060408
UNACEM NORTH AMERICA,UNACEM NORTH AMERICA,3.45e+08,0,0,0.0108561350638057,0.000527582969439819
HBM HOLDINGS,HBM HOLDINGS,400000001,0,0,0,0.00028248043292086
YU RICH FINANCIAL SERVICES,YU RICH FINANCIAL SERVICES,141273305,0,0,0,0.000213700485067212
ASTRUM CRO SL,ASTRUM CRO SL,25104952,0,0,0,0.000194887767950584
GC ADVISORS,GC ADVISORS,5.5e+08,0,0,0,0.00021755891041004
YI KAO INVESTMENT,YI KAO INVESTMENT,98277082,0,0,0,0.000252719940191066
PATRIZIA FRANKFURT KAPITALVERWALTUNGSGESELLSCHAFT MBH,PATRIZIA FRANKFURT KAPITALVERWALTUNGSGESELLSCHAFT MBH,218756835,0,0,0,0.000216850420699152
JSF TRUST AND BANKING,JSF TRUST AND BANKING,16156133,0,0,0,0.000204008897959561
HPS CORPORATE LENDING FUND,HPS CORPORATE LENDING FUND,2474999999,0,0,0.0767853298919006,0.000221900763441574
ARI FINANCIAL SERVICES,ARI FINANCIAL SERVICES,321888413,0,0,0,0.000207257188730211
SSC VI LP,SSC VI LP,3e+08,0,0,0,0.0002041735690613
DRI HEALTHCARE ACQUISITIONS LP 1,DRI HEALTHCARE ACQUISITIONS LP 1,500000002,0,0,0,0.000200996056960072
STRATEGIC IDC,STRATEGIC IDC,719415221,0,0,0,0.000243686064876125
ELANTIS PREMIUM FUNDING,ELANTIS PREMIUM FUNDING,315877980,0,0,0,0.000198873230407311
ENGAGED FINANCIAL,ENGAGED FINANCIAL,5.5e+07,0,0,0,0.000194733181667151
QUINCE CAPITAL,QUINCE CAPITAL,30383383,0,0,0.00266055588090287,0.000202835574682783
LONGREACH EDITH INVESTMENT COOPERATIEF UA,LONGREACH EDITH INVESTMENT COOPERATIEF UA,330180275,0,0,0,0.000244311828460719
GENIUS AUTO FINANCE,GENIUS AUTO FINANCE,531364291,0,0,0,0.000833521367946616
GLOBAL DIVERSIFIED INFRASTRUCTURE FUND,GLOBAL DIVERSIFIED INFRASTRUCTURE FUND,487576552,0,0,0,0.000201463547290803
TPB SPECIALTY FINANCE,TPB SPECIALTY FINANCE,7.5e+07,0,0,0,0.000216001878799202
FINANCIERE TOP MENDEL,FINANCIERE TOP MENDEL,2541746095,0,0,0,0.000251855564960887
STRATA FUND 36 HOLDCO,STRATA FUND 36 HOLDCO,53193730,0,0,0,0.000263928588130119
GLY EXPANSION SAS,GLY EXPANSION SAS,54168359,0,0,0,0.000427761324050246
RCD 8ELM,RCD 8ELM,499999999,0,0,0,0.000210847819899179
AZORRA EXPLORER FUNDING LIMITED,AZORRA EXPLORER FUNDING LIMITED,300000001,0,0,0,0.000199473121065936
EUROPEAN BEAUTY SERVICES SL,EUROPEAN BEAUTY SERVICES SL,18865173,0,0,0,0.00019469915982765
DEDALUS FINANCE GMBH,DEDALUS FINANCE GMBH,52084961,0,0,0,0.000194496079305963
MERCURIA ASIA GROUP HOLDINGS,MERCURIA ASIA GROUP HOLDINGS,3194329708,0,0,0.0231750745712447,0.00189719808354956
TPG TWIN BROOK CAPITAL INCOME FUND,TPG TWIN BROOK CAPITAL INCOME FUND,299999998,0,0,0.0339600432391969,0.000197172277425517
BEARGRASS WIND FUNDING,BEARGRASS WIND FUNDING,278669169,0,0,0,0.000212773493362838
ALLIANCE INTERNATIONAL DEVELOPMENT,ALLIANCE INTERNATIONAL DEVELOPMENT,122900004,0,0,0,0.000254114530625891
HANHUI INTERNATIONAL,HANHUI INTERNATIONAL,244394512,0,0,0,0.000228467748739708
SYMETRA FINANCIAL,SYMETRA FINANCIAL,3e+08,0,0,0.0119420314345911,0.000196723844173695
NATIONAL RURAL UTILITIES COOPERATIVE FINANCE,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE,2800000002,0,0,0,0.000233292564538734
CRESCENT CAPITAL PARTNERS VII LP,CRESCENT CAPITAL PARTNERS VII LP,195030621,0,0,0,0.000281568947810984
BANKERS HALL GP,BANKERS HALL GP,191578346,0,0,0,0.000199067817371214
MERIDIAM FIBER FINANCE HOLDCO,MERIDIAM FIBER FINANCE HOLDCO,3.35e+08,0,0,0,0.000200187020539463
FIERA DIVERSIFIED LENDING FUND,FIERA DIVERSIFIED LENDING FUND,143061516,0,0,0,0.000198698716645183
VAKIF,VAKIF,1634986199,0,0,0.0674297947199606,0.0015525716260222
DIRECT LENDING FUND III LP,DIRECT LENDING FUND III LP,1e+08,0,0,0,0.000238748432170642
FAR EAST HORIZON TIANJIN FINANCIAL LEASING,FAR EAST HORIZON TIANJIN FINANCIAL LEASING,145607620,0,0,0,0.000255649866598749
KINDERHOOK CAPITAL FUND 7 LP,KINDERHOOK CAPITAL FUND 7 LP,5.5e+08,0,0,0,0.00022704475119872
DLI INVESTMENTS III LP,DLI INVESTMENTS III LP,7.5e+07,0,0,0,0.000227624857866352
PSD INVESTMENT,PSD INVESTMENT,6.91e+08,0,0,0,0.000236932207000982
LONDON STOCK EXCHANGE GROUP,LONDON STOCK EXCHANGE GROUP,2412220242,0,0,0.0769302890713112,0.000237181143428177
GLOBAL BLUE,GLOBAL BLUE,737002200,0,0,0.0170851422611117,0.000199428403787298
FUNDING NO 1 PTY,FUNDING NO 1 PTY,265241642,0,0,0,0.000197788383372605
TMX GROUP,TMX GROUP,1286123033,0,0,0,0.000215280466502234
ENFRAGEN ENERGIA SUR,ENFRAGEN ENERGIA SUR,1.05e+09,0,0,0,0.000208662171952035
LHS ACQUISITION,LHS ACQUISITION,133500000,0,0,0,0.000247948314958083
FOUNDERS GROUP,FOUNDERS GROUP,85836910,0,0,0,0.000195236009942082
SUZHOU WUJIANG HUAGANGWAN CITY INVESTMENT,SUZHOU WUJIANG HUAGANGWAN CITY INVESTMENT,1656200400,0,0,0,0.000211064209246208
QNB BANK AS,QNB BANK AS,849372935,0,0,0.0334514917328492,0.000906363218480826
WESTERN UNION,WESTERN UNION,2049999997,0,0,0.0580884097722725,0.000326961534536994
CLEAR STREET,CLEAR STREET,3.15e+08,0,0,0,0.000351410622421902
ANQING YIJIANG INDUSTRIAL INVESTMENT,ANQING YIJIANG INDUSTRIAL INVESTMENT,34504175,0,0,0,0.000197382678568989
AXIOM EDUCATION VICTORIA FINANCE PTY,AXIOM EDUCATION VICTORIA FINANCE PTY,57222053,0,0,0,0.000195202542087463
JTC,JTC,416679688,0,0,0.0192611982001351,0.000372797909255863
MWOF I FINANCE PTY,MWOF I FINANCE PTY,357556135,0,0,0,0.000213655056936768
MADISON CAPITAL FUNDING,MADISON CAPITAL FUNDING,4e+08,0,0,0,0.000199085416850942
COPENHAGEN INFRASTRUCTURE IV KS,COPENHAGEN INFRASTRUCTURE IV KS,520849610,0,0,0,0.000220462686564384
CNA FINANCIAL,CNA FINANCIAL,2.5e+08,0,0,0.0168092474974103,0.000199532859974383
PARIS REALTY FUND,PARIS REALTY FUND,93752931,0,0,0,0.000292220354415649
CI FINANCIAL,CI FINANCIAL,572246065,0,0,0,0.000236323276429734
CPCI FUNDING SPV,CPCI FUNDING SPV,1.5e+08,0,0,0,0.000213531983340549
LHIL FINANCE,LHIL FINANCE,1605529220,0,0,0,0.000237670320548621
NORTH BLOCK SPRING STREET DEVELOPMENT,NORTH BLOCK SPRING STREET DEVELOPMENT,1.78e+08,0,0,0,0.000195803954308639
JP FUNDING II,JP FUNDING II,65223888,0,0,0,0.000251038566509962
MERT AVIATION FINANCE 1 SAS,MERT AVIATION FINANCE 1 SAS,510432618,0,0,0.0452496810134724,0.000197268849774035
TAIPING FINANCIAL HOLDINGS,TAIPING FINANCIAL HOLDINGS,51386801,0,0,0,0.000196043247240821
NORTHLEAF ESSENTIAL INFRASTRACTURE FUND,NORTHLEAF ESSENTIAL INFRASTRACTURE FUND,3e+08,0,0,0,0.000209824582467433
MUNNA CREEK SF FINANCE PTY,MUNNA CREEK SF FINANCE PTY,112376625,0,0,0,0.000196050518986968
OLD MUTUAL FINANCE,OLD MUTUAL FINANCE,185062425,0,0,0.02272142766932,0.000237038870974192
KAYNE ANDERSON CAPITAL ADVISORS LP,KAYNE ANDERSON CAPITAL ADVISORS LP,274999999,0,0,0,0.000324214120313755
WUYI COUNTY TONGCHUAN CONSTRUCTION INVESTMENT,WUYI COUNTY TONGCHUAN CONSTRUCTION INVESTMENT,120074528,0,0,0,0.000195374057078328
VALMY FINANCEMENT,VALMY FINANCEMENT,637244823,0,0,0,0.000442726181326708
MMR FINANCE,MMR FINANCE,5e+08,0,0,0,0.000200141268495697
STEVEDORING TOWBOAT INVESTMENTS,STEVEDORING TOWBOAT INVESTMENTS,3.15e+08,0,0,0,0.000230818943802582
BEAUMONT CANYON FINANCE,BEAUMONT CANYON FINANCE,266952593,0,0,0,0.000207976583477817
STAR ENTERTAINMENT FINANCE,STAR ENTERTAINMENT FINANCE,292545936,0,0,0,0.00145865661853706
CQRC FINANCIAL LEASING,CQRC FINANCIAL LEASING,138016701,0,0,0,0.000363647748662816
TBC BANKI SS,TBC BANKI SS,260424803,0,0,0,0.00068999302726205
PIQUE BIDCO SLU,PIQUE BIDCO SLU,477879516,0,0,0.012054956855263,0.000378531250800525
FINLEY SOLAR FINANCE PTY,FINLEY SOLAR FINANCE PTY,79884540,0,0,0,0.000195444483568125
ENERGOS DYNO FINANCE,ENERGOS DYNO FINANCE,772000002,0,0,0,0.000485312374262072
OFTO SUPERHOLDCO,OFTO SUPERHOLDCO,292800000,0,0,0,0.000206706060047563
GOOD FINANCE SECURITIES,GOOD FINANCE SECURITIES,46067380,0,0,0,0.000205069942905632
GLOBAL IME BANK,GLOBAL IME BANK,5.6e+07,0,0,0,0.00020895854336222
MILLENAIRE FINANCEMENT 29 SAS,MILLENAIRE FINANCEMENT 29 SAS,132167578,0,0,0,0.000194868077989324
HAUSSMANN FINANCEMENT 11 SAS,HAUSSMANN FINANCEMENT 11 SAS,132167578,0,0,0,0.000194868077989324
STERLING VALUE ADD INVESTMENTS III,STERLING VALUE ADD INVESTMENTS III,1.04e+08,0,0,0,0.000194797333600153
FNZ UK FINCO,FNZ UK FINCO,2153850159,0,0,0,0.000216125781172795
GOLDEN HORIZON PORTFOLIO HOLDINGS,GOLDEN HORIZON PORTFOLIO HOLDINGS,3.79e+08,0,0,0,0.000200286065530022
INVENERGY RENEWABLES FINANCE NORTH AMERICA,INVENERGY RENEWABLES FINANCE NORTH AMERICA,6.5e+08,0,0,0,0.000301274290240175
HEICO COMPANIES,HEICO COMPANIES,3.8e+08,0,0,0,0.000200288327402379
FENGATE INFRASTRUCTURE YIELD SUBFUND LP,FENGATE INFRASTRUCTURE YIELD SUBFUND LP,278969958,0,0,0,0.000213293641249139
KAYNE ANDERSON BDC FINANCING,KAYNE ANDERSON BDC FINANCING,7.5e+08,0,0,0,0.000318297229081946
ASTRO SOLAR HOLDINGS 1,ASTRO SOLAR HOLDINGS 1,347699999,0,0,0,0.00022014771658157
ASHER PORTFOLIO,ASHER PORTFOLIO,5.85e+08,0,0,0,0.000246631773254704
INVESTCORP SAUDI PREIPO GROWTH FUND,INVESTCORP SAUDI PREIPO GROWTH FUND,3e+07,0,0,0,0.000196160864664153
SEATRIUM FINANCIAL SERVICES PTE,SEATRIUM FINANCIAL SERVICES PTE,1039964342,0,0,0,0.000233276826782532
GUO JYU INVESTMENT,GUO JYU INVESTMENT,491385400,0,0,0,0.000221335624669388
SUZHOU LUDUAN INTELLIGENT INDUSTRY INVESTMENT,SUZHOU LUDUAN INTELLIGENT INDUSTRY INVESTMENT,910910220,0,0,0,0.000271014380786817
KIMCO REALTY OP,KIMCO REALTY OP,5.5e+08,0,0,0,0.000200268796534527
SCULPTOR REAL ESTATE,SCULPTOR REAL ESTATE,5.5e+08,0,0,0,0.000232135516539842
MILEWAY UK HOLDCO IV,MILEWAY UK HOLDCO IV,5208496096,0,0,0.142541720720308,0.00024011522499986
YTL UTILITIES FINANCE 4,YTL UTILITIES FINANCE 4,149999999,0,0,0,0.00025989399108019
PROLOGIS MANAGEMENT II RL,PROLOGIS MANAGEMENT II RL,1041699218,0,0,0,0.000213069834606584
RICH GOLD CAPITAL,RICH GOLD CAPITAL,244999999,0,0,0,0.000243845595598746
HDFC CREDILA FINANCIAL SERVICES,HDFC CREDILA FINANCIAL SERVICES,712000004,0,0,0.0180895521526263,0.00034956177784046
DELPHI FINANCIAL GROUP,DELPHI FINANCIAL GROUP,7.5e+08,0,0,0,0.000236177431296309
PING AN DIAN CHUANG INTERNATIONAL FINANCIAL LEASING,PING AN DIAN CHUANG INTERNATIONAL FINANCIAL LEASING,138016697,0,0,0,0.000217906387971105
STAR INVESTMENT,STAR INVESTMENT,63090129,0,0,0,0.000361724085576151
FORTUNE AUTO FINANCE,FORTUNE AUTO FINANCE,62107516,0,0,0,0.000206287446397451
CAIXABANK EQUIPMENT FINANCE,CAIXABANK EQUIPMENT FINANCE,52084961,0,0,0,0.000195568726191988
CIVC PARTNERS FUND VII LP,CIVC PARTNERS FUND VII LP,1e+08,0,0,0,0.000216451647077715
LVNV FUNDING,LVNV FUNDING,519999998,0,0,0,0.00026139135769988
PROTIUM FINANCE,PROTIUM FINANCE,3.3e+07,0,0,0,0.000209896815423818
QIDONG URBAN INVESTMENT ASSET MANAGEMENT,QIDONG URBAN INVESTMENT ASSET MANAGEMENT,187702712,0,0,0,0.000196362414256131
WEX,WEX,3902345004,0,0,0.107142539301049,0.000821532866417827
ION CORPORATES INVESTMENT GROUP,ION CORPORATES INVESTMENT GROUP,678647461,0,0,0.0228990460481774,0.000199378917378353
CHERY HUIYIN MOTOR FINANCE SERVICE,CHERY HUIYIN MOTOR FINANCE SERVICE,393347599,0,0,0,0.000439563652470155
LOVELL MINNICK EQUITY PARTNERS VI LP,LOVELL MINNICK EQUITY PARTNERS VI LP,3e+08,0,0,0,0.000222489995089127
ZENITH BANK,ZENITH BANK,119999997,0,0,0,0.000729768452742861
YUNFENG FINANCIAL GROUP,YUNFENG FINANCIAL GROUP,179853804,0,0,0,0.000314547420057168
SBA SENIOR FINANCE II,SBA SENIOR FINANCE II,6044000001,0,0,0.432955370110394,0.000235090078803098
AGROBANK AKB,AGROBANK AKB,87999996,0,0,0.000372147991026078,0.00061407211708726
OAK HILL ADVISORS LP,OAK HILL ADVISORS LP,500000001,0,0,0,0.000212732657202123
LONE STAR FUND X LP,LONE STAR FUND X LP,199999998,0,0,0,0.000196289261182547
BEIJING KAIYUANHEAN INVESTMENT MANAGEMENT,BEIJING KAIYUANHEAN INVESTMENT MANAGEMENT,193223380,0,0,0,0.000197793698162553
OPI WF BORROWER,OPI WF BORROWER,424999999,0,0,0.0108646364187609,0.000345221970447052
BRIGHT EVENT BUYER,BRIGHT EVENT BUYER,190000002,0,0,0,0.000235837188424049
RAM ESSENTIAL SERVICES PROPERTY FUND,RAM ESSENTIAL SERVICES PROPERTY FUND,221034704,0,0,0,0.000197558470118383
CAMELOT FINANCE LP,CAMELOT FINANCE LP,2850000001,0,0,0.285280142387074,0.000219562606222855
WINDAR CORPORATE SL,WINDAR CORPORATE SL,296884276,0,0,0,0.000207054112354236
LOCKMASTERS SECURITY INTERMEDIATE,LOCKMASTERS SECURITY INTERMEDIATE,120500000,0,0,0,0.0002895449170493
TACALA INVESTMENT,TACALA INVESTMENT,778187500,0,0,0,0.00022208014984505
GAOYOU YUFENG ASSET MANAGEMENT,GAOYOU YUFENG ASSET MANAGEMENT,99372024,0,0,0,0.000359648494731535
BCG CHINASTAR INTERNATIONAL INVESTMENT,BCG CHINASTAR INTERNATIONAL INVESTMENT,3e+08,0,0,0,0.000217255912981387
FRANKLIN TEMPLETON FUNDS,FRANKLIN TEMPLETON FUNDS,2.675e+09,0,0,0.257133202158293,0.000249736886005302
WUXI DONGJINHONG INVESTMENT MANAGEMENT,WUXI DONGJINHONG INVESTMENT MANAGEMENT,236008557,0,0,0,0.000195607089793953
ADIRA DINAMIKA MULTI FINANCE TBK PT,ADIRA DINAMIKA MULTI FINANCE TBK PT,3e+08,0,0,0,0.000260942066741791
MF1 REIT III,MF1 REIT III,5e+08,0,0,0,0.000222498301047265
LT FINANCE,LT FINANCE,1.25e+08,0,0,0,0.000214265343380469
YANGZHOU ANKANG INDUSTRIAL INVESTMENT,YANGZHOU ANKANG INDUSTRIAL INVESTMENT,107653026,0,0,0,0.000202627901988064
QUANJIAO QUANXIN URBAN INVESTMENT DEVELOPMENT GROUP,QUANJIAO QUANXIN URBAN INVESTMENT DEVELOPMENT GROUP,165620041,0,0,0,0.000202712020571406
CMC INVESTMENTS I,CMC INVESTMENTS I,4e+07,0,0,0.00457604676516676,0.000204579608164525
FINANCIERE OUI CARE,FINANCIERE OUI CARE,44793064,0,0,0,0.000222310120515951
TIMBERCREEK FINANCIAL,TIMBERCREEK FINANCIAL,364806870,0,0,0,0.000263755304786177
TARANIS INVESTMENT,TARANIS INVESTMENT,31250975,0,0,0,0.000367290903803052
SUZANO INTERNATIONAL FINANCE BV,SUZANO INTERNATIONAL FINANCE BV,780000002,0,0,0,0.000245160840708487
STRATA FUND 37 HOLDCO,STRATA FUND 37 HOLDCO,559268737,0,0,0,0.000468914121303615
YANCHENG YANNAN HIGH TECH ZONE URBAN INDUSTRY DEVELOPMENT,YANCHENG YANNAN HIGH TECH ZONE URBAN INDUSTRY DEVELOPMENT,27603340,0,0,0,0.000359447467736553
TPG GROWTH VI LP,TPG GROWTH VI LP,1000000001,0,0,0.00579548550231993,0.000210378340972298
DIAMOND ACQUISITIONCO,DIAMOND ACQUISITIONCO,7.5e+07,0,0,0,0.000202259511171955
ANDALUSIAN CREDIT COMPANY,ANDALUSIAN CREDIT COMPANY,7.5e+07,0,0,0,0.000195182053566703
NORSAD CAPITAL,NORSAD CAPITAL,15467904,0,0,0,0.000246590188172926
TG PORTFOLIO FINANCE,TG PORTFOLIO FINANCE,650000001,0,0,0.017345907001685,0.000200268812089724
URBAN GRID PARTNERSHIP 2 DEVELOPMENT FUNDCO,URBAN GRID PARTNERSHIP 2 DEVELOPMENT FUNDCO,92349999,0,0,0,0.000195015621591271
LYNX BUYER,LYNX BUYER,1.2e+08,0,0,0,0.000281555862323517
ROLAND HOLDING SAS,ROLAND HOLDING SAS,61772765,0,0,0,0.000248760865040254
NETWORK MERCHANTS,NETWORK MERCHANTS,518104999,0,0,0.0768873563118097,0.000577930482705299
TILLMAN NETWORK FINANCING III,TILLMAN NETWORK FINANCING III,4e+07,0,0,0,0.000194805642762915
REALTY VALUE FUND X LP,REALTY VALUE FUND X LP,3e+08,0,0,0,0.00019973226155766
FIDELITY NATIONAL FINANCIAL,FIDELITY NATIONAL FINANCIAL,799999998,0,0,0.0211316255838029,0.000317881644281371
NORTHLEAF PRIVATE EQUITY INVESTORS VIII LP,NORTHLEAF PRIVATE EQUITY INVESTORS VIII LP,71530758,0,0,0,0.000197113329901814
LIAOXI INVESTMENT DEVELOPMENT,LIAOXI INVESTMENT DEVELOPMENT,345041749,0,0,0,0.000857030418544916
TRIDENT ROYALTIES,TRIDENT ROYALTIES,4e+07,0,0,0,0.000194689818740014
BCJ80,BCJ80,142173968,0,0,0,0.000289914780073169
KAYNE DL 2021,KAYNE DL 2021,2.5e+07,0,0,0,0.000196386943279671
KAYNE ANDERSON ENERGY INFRASTRUCTURE FUND,KAYNE ANDERSON ENERGY INFRASTRUCTURE FUND,1.35e+08,0,0,0,0.000196902120407446
ONSLOW PROPCO HOLDINGS,ONSLOW PROPCO HOLDINGS,13800000,0,0,0,0.000196053193310209
AMERICAN HONDA FINANCE,AMERICAN HONDA FINANCE,6999999996,0,0,0.484551720049868,0.000261339275418811
FPG HOLDINGS PTY,FPG HOLDINGS PTY,292785326,0,0,0.0101771092942201,0.000428602791117774
BAIN CAPITAL JAPAN MIDDLE MARKET FUND LP,BAIN CAPITAL JAPAN MIDDLE MARKET FUND LP,100168024,0,0,0,0.000196226375342646
THOMA BRAVO FUND XV LP,THOMA BRAVO FUND XV LP,4000000004,0,0,0.143652414877765,0.000236976696872187
FLYWIRE,FLYWIRE,1.25e+08,0,0,0.00924508621602651,0.000210612989508285
CANADIAN DERIVATIVES CLEARING,CANADIAN DERIVATIVES CLEARING,71530760,0,0,0,0.000197267231233891
COSTA GROUP CONSOLIDATED FINANCE PTY,COSTA GROUP CONSOLIDATED FINANCE PTY,487576548,0,0,0,0.0002595544820695
BERKSHIRE FUND X LP,BERKSHIRE FUND X LP,1.2e+09,0,0,0,0.000387679018746289
EDGECONNEX LATIN AMERICA FINANCE BV,EDGECONNEX LATIN AMERICA FINANCE BV,2e+08,0,0,0,0.000196084120521864
DIPULA INCOME FUND,DIPULA INCOME FUND,205943543,0,0,0.0263753919785475,0.000241759842729845
JOHN LAING GROUP,JOHN LAING GROUP,819286015,0,0,0,0.000338185027844622
PPL CAPITAL FUNDING,PPL CAPITAL FUNDING,1249999998,0,0,0,0.00020039342533453
TURBO ACQUISITION,TURBO ACQUISITION,138000002,0,0,0,0.000482268266705821
SOLAR PEPPER FINANCE,SOLAR PEPPER FINANCE,648690308,0,0,0,0.000208985231510429
YONKERS REALTY INTERMEDIARY HOLDINGS I,YONKERS REALTY INTERMEDIARY HOLDINGS I,95361000,0,0,0,0.000360754802000033
EMPEROR FINANCIAL MANAGEMENT,EMPEROR FINANCIAL MANAGEMENT,310890151,0,0,0,0.000379219167943177
HARTFORD FUNDS,HARTFORD FUNDS,3.5e+08,0,0,0.0647156035121855,0.000200701722021163
EMC PARENT GROUP,EMC PARENT GROUP,175000001,0,0,0,0.00019677949458332
KINGSETT URBAN INFILL PROPERTY FUND NO 1 LP,KINGSETT URBAN INFILL PROPERTY FUND NO 1 LP,185979971,0,0,0,0.000201116165290394
METRO SUPPLY CHAIN GROUP,METRO SUPPLY CHAIN GROUP,354077250,0,0,0,0.000321854467980474
MEGAWATT ACQUISITIONCO,MEGAWATT ACQUISITIONCO,1.6e+08,0,0,0,0.000368918592167589
YANGZHOU NEW GREEN ASSET MANAGEMENT INVESTMENT DEVELOPMENT,YANGZHOU NEW GREEN ASSET MANAGEMENT INVESTMENT DEVELOPMENT,176661376,0,0,0,0.00019749030705191
BUNGE FINANCE EUROPE BV,BUNGE FINANCE EUROPE BV,3500000010,0,0,0.0424938268088628,0.000608059458253523
JIANGSU YANCHENG PORT BINHAI INVESTMENT DEVELOPMENT,JIANGSU YANCHENG PORT BINHAI INVESTMENT DEVELOPMENT,75909186,0,0,0,0.000389586381424323
EATON VANCE MANAGEMENT,EATON VANCE MANAGEMENT,500000002,0,0,0.0632666635295008,0.000200702252306516
CABAZON FINANCE AUTHORITY,CABAZON FINANCE AUTHORITY,56633624,0,0,0,0.000585414883837368
GLOBAL BANK,GLOBAL BANK,212999998,0,0,0.00696463149280548,0.000301788390867692
PACT GROUP FINANCE PTY,PACT GROUP FINANCE PTY,477453542,0,0,0.00790241790723157,0.000253893825165609
CLIME FINANCE PRIVATE LIMITED,CLIME FINANCE PRIVATE LIMITED,1e+07,0,0,0,0.000196426714094411
RAM TAX LIEN FUND II LP,RAM TAX LIEN FUND II LP,7.5e+07,0,0,0,0.000198994121041393
CHARLESBANK EQUITY FUND X LP,CHARLESBANK EQUITY FUND X LP,700000001,0,0,0.0431437357980582,0.000213095200295549
SP RESIDENTIAL I,SP RESIDENTIAL I,111000001,0,0,0,0.000755238197129629
FREEPORT FIRST LIEN LOAN FUND VI LP,FREEPORT FIRST LIEN LOAN FUND VI LP,6.5e+07,0,0,0,0.000241760725263204
SBI ESTATE FINANCE,SBI ESTATE FINANCE,21972338,0,0,0,0.000243982125771864
TILLMAN NETWORKS FINANCING IV,TILLMAN NETWORKS FINANCING IV,4e+07,0,0,0,0.000194805642762915
RACKSPACE FINANCE,RACKSPACE FINANCE,1962000003,0,0,0.546607970030204,0.000222261166911654
EMPOWER PAYMENTS INVESTOR,EMPOWER PAYMENTS INVESTOR,6.45e+08,0,0,0.0530293170513896,0.000257844539164279
BLACKHAWK NETWORK HOLDINGS,BLACKHAWK NETWORK HOLDINGS,2299999998,0,0,0.0684369475006487,0.000210828404947402
ICBC FINANCIAL LEASING,ICBC FINANCIAL LEASING,4.8e+08,0,0,0,0.000379510927861164
ARK INVESTMENT MANAGEMENT,ARK INVESTMENT MANAGEMENT,119999999,0,0,0,0.000356523918664146
DAN S MOUNTAIN CLASS B HOLDCO,DAN S MOUNTAIN CLASS B HOLDCO,174077487,0,0,0,0.000196135419042432
KA FINANZ IA,KA FINANZ IA,104169922,0,0,0,0.000318672198905286
TBEA TECHNOLOGY INVESTMENT,TBEA TECHNOLOGY INVESTMENT,1104133600,0,0,0,0.00021254195533636
MFS FUNDS,MFS FUNDS,1450000002,0,0,0.0893691668781907,0.000209557579273673
LWR INVESTMENT PROPERTY,LWR INVESTMENT PROPERTY,5.8e+07,0,0,0,0.00035986147901881
ICE USA INFRASTRUCTURE,ICE USA INFRASTRUCTURE,8e+07,0,0,0,0.000289930252995099
DIOTSIACI BIDCO,DIOTSIACI BIDCO,312509768,0,0,0.0144458987425522,0.000208215973280608
AXIUM METROPISTAS HOLDCO,AXIUM METROPISTAS HOLDCO,103471118,0,0,0,0.000195496674168263
PENFUND CAPITAL FUND VII LP,PENFUND CAPITAL FUND VII LP,242846925,0,0,0,0.000202880497845986
CINDA FINANCIAL LEASING,CINDA FINANCIAL LEASING,253950730,0,0,0,0.000268279459650754
TRAFIGURA FUNDING,TRAFIGURA FUNDING,797789840,0,0,0,0.000253540319190154
JICC02,JICC02,2843479387,0,0,0,0.000253333493053776
WICKES FINANCE,WICKES FINANCE,100248112,0,0,0,0.000198283190436659
VOLKSWAGEN FINANCIAL SERVICES OVERSEAS,VOLKSWAGEN FINANCIAL SERVICES OVERSEAS,6250195333,0,0,0.0797015099594364,0.000335406521894625
AEW SARL,AEW SARL,151367230,0,0,0,0.000195479752034829
NEDDLEBAY SL,NEDDLEBAY SL,113545215,0,0,0,0.000199102752441336
SANDFIRE UK FINANCE,SANDFIRE UK FINANCE,2e+08,0,0,0.018490172432053,0.000196495827908316
BASEBALL FINANCE,BASEBALL FINANCE,400000005,0,0,0.00986142542036275,0.000248497225177493
BWP MANAGEMENT,BWP MANAGEMENT,48757654,0,0,0,0.000195199184330751
ACTIS CAPITAL,ACTIS CAPITAL,2.25e+08,0,0,0,0.000199296561566482
